policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
3700,EGY,Country,Egypt,"Economic instruments, Fiscal or financial incentives, Feed-in tariffs or premiums, Tendering schemes",Electricity and heat,Renewables,In force,2015,,,Unknown,2015,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3701,EGY,Country,Egypt,"Economic instruments, Fiscal or financial incentives, Tendering schemes",Electricity and heat,Renewables,In force,2015,,,Unknown,2015,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3702,EGY,Country,Egypt,"Renewable energy target, Political & non-binding renewable energy target",General,Renewables,In force,,2018,2022,Unknown,2018,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3703,EGY,Country,Egypt,"Grants and subsidies, Tendering schemes, Target","Electricity and heat, Renewables",Renewables,In force,2012,,,,2012,2019,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3704,EGY,Country,Egypt,"Fiscal or financial incentives, Strategic planning",Electricity and heat,"Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,,2007,,,2007,2019,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3705,COL,Country,Colombia,Strategic planning,Electricity and heat,Renewables,In force,2017,,,Unknown,2017,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3707,NZL,Country,New Zealand,"Economic instruments, Fiscal or financial incentives, Tax relief, Information and education, Information provision","Transport, Low-emissions mobility",Non-energy use,In force,2016,,,Unknown,2016,2019,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
3708,MYS,Country,Malaysia,Performance label,Appliances,Energy efficiency,In force,,2005,,,2005,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3710,SWE,Country,Sweden,"Grid access and priority for renewables, Strategic planning",Electricity and heat,Renewables,In force,1997,,,Unknown,1997,2019,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3713,BTN,Country,Bhutan,"Policy support, Institutional creation, Strategic planning",Electricity and heat,"Energy efficiency, Renewables",In force,2001,,,Unknown,2001,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3717,NOR,Country,Norway,"Regulatory Instruments, Other mandatory requirements",Renewables,Renewables,In force,2011,,,Unknown,2011,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3718,CRI,Country,Costa Rica,"Target, Renewable energy target, Political & non-binding renewable energy target",Renewables,Renewables,In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3719,NIC,Country,Nicaragua,Political & non-binding renewable energy target,Renewables,Renewables,Ended,2010,,2017,Unknown,2010,2017,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3720,ESP,Country,Spain,"Fiscal or financial incentives, Grants and subsidies, Strategic planning",Renewables,Renewables,In force,2013,,,Unknown,2013,2019,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3722,UKR,Country,Ukraine,"Economic instruments, Fiscal or financial incentives, Feed-in tariffs or premiums, Regulatory Instruments","Electricity and heat, Renewables",Renewables,In force,2017,2019,,Unknown,2017,2019,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3724,DNK,Country,Denmark,"Regulatory Instruments, Obligation schemes",Renewables,"Energy efficiency, Renewables",In force,1976,,,Unknown,1976,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3725,MYS,Country,Malaysia,"Product standards, Sectoral standards","Electricity and heat, Appliances, Buildings",Energy efficiency,In force,1993,,,,1993,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,2
3726,DNK,Country,Denmark,Tax relief,"Low-emissions mobility, Light-duty vehicles",Other low-carbon technologies and fuel switch,In force,2015,,2020,Unknown,2015,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
3727,CHE,Country,Switzerland,"Grants and subsidies, Codes and standards",Renewables,Renewables,In force,2008,,,Unknown,2008,2019,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3728,CHE,Country,Switzerland,"GHG emission reduction crediting and offsetting mechanism, Negotiated agreements (public-private sector), Unilateral commitments (private sector)",Industry,,Ended,2004,,2014,Unknown,2004,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
3729,KAZ,Country,Kazakhstan,"Market-based instruments, GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances","Electricity and heat, Transport, Industry, Agriculture and forestry","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2013,,,,2013,2019,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,4,2
3731,BEL,Country,Belgium,"Funds to sub-national governments, Advice or aid in implementation",General,Energy efficiency,In force,2007,,,Unknown,2007,2019,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3732,CHE,Country,Switzerland,Negotiated agreements (public-private sector),Buildings,Energy efficiency,In force,2000,,,Unknown,2000,2019,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
3735,BGR,Country,Bulgaria,"Grid access and priority for renewables, Strategic planning","Renewables, Electricity and heat",Renewables,In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3738,BGR,Country,Bulgaria,"Strategic planning, Energy efficiency target, Formal & legally binding energy efficiency target, GHG reduction target, Formal & legally binding GHG reduction target, Renewable energy target, Formal & legally binding renewable energy target",Industry,"Energy efficiency, Renewables",In force,2003,,,Unknown,2003,2019,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
3739,CHE,Country,Switzerland,"Policy support, Strategic planning, Codes and standards, Vehicle fuel-economy and emissions standards",General,"Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,2016,2018,,Unknown,2016,2019,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3740,VCT,Country,Saint Vincent and the Grenadines,"Renewable energy target, Political & non-binding renewable energy target",Renewables,"Energy efficiency, Renewables",In force,2010,,,Unknown,2010,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3741,DNK,Country,Denmark,"Target, Energy efficiency target, Formal & legally binding energy efficiency target, GHG reduction target, Formal & legally binding GHG reduction target, Renewable energy target, Formal & legally binding renewable energy target","Renewables, General","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2012,,,Unknown,2012,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3743,NLD,Country,Netherlands,"Target, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target",General,"Energy efficiency, Renewables",In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3746,SWE,Country,Sweden,Grants and subsidies,Industry,Energy efficiency,In force,2009,,,Unknown,2009,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
3748,NGA,Country,Nigeria,Institutional creation,Electricity and heat,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,,1979,,,1979,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3750,KWT,Country,Kuwait,Building codes and standards,"Buildings, Heating and cooling",Energy efficiency,In force,1983,,,,1983,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3753,KAZ,Country,Kazakhstan,"Auditing, GHG reduction target",Industry,"Energy efficiency, Non-energy use",Ended,,2013,2015,Unknown,2013,2015,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
3754,SVN,Country,Slovenia,Strategic planning,Electricity and heat,Energy efficiency,In force,2010,,,Unknown,2010,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3757,CHL,Country,Chile,"Policy support, Strategic planning",General,,In force,2013,2013,2020,Unknown,2013,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3758,CHL,Country,Chile,"Information and education, Product standards","Buildings, Industry",Energy efficiency,In force,2005,,,Unknown,2005,2019,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2,1
3759,COL,Country,Colombia,Comparison label,Appliances,Energy efficiency,In force,2016,,,Unknown,2016,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3760,PER,Country,Peru,"Information and education, Performance label","Buildings, Appliances",Energy efficiency,In force,2017,2017,,Unknown,2017,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3761,SWE,Country,Sweden,"Procurement rules, Auditing, Codes and standards","Appliances, Heating and cooling",Energy efficiency,In force,2009,,,Unknown,2009,2019,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3762,NOR,Country,Norway,Information provision,Buildings,Energy efficiency,In force,1996,,,Unknown,1996,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
3763,URY,Country,Uruguay,Obligation schemes,Electricity and heat,Energy efficiency,In force,2016,,,Unknown,2016,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3764,TJK,Country,Tajikistan,"Regulatory Instruments, Codes and standards","Appliances, Industry",Energy efficiency,In force,2014,,,Unknown,2014,2019,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2,2
3765,PRT,Country,Portugal,"Energy efficiency target, Political & non-binding energy efficiency target",General,Energy efficiency,In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3766,BEL,Country,Belgium,Formal & legally binding energy efficiency target,General,Energy efficiency,In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3767,BGR,Country,Bulgaria,Formal & legally binding energy efficiency target,General,Energy efficiency,In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3768,PHL,Country,Philippines,Institutional creation,Buildings,Energy efficiency,In force,2019,2019,,Unknown,2019,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
3769,PHL,Country,Philippines,"Policy support, Strategic planning",General,Energy efficiency,In force,2016,2016,2020,Unknown,2016,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3770,PHL,Country,Philippines,"Policy support, Strategic planning",General,Energy efficiency,In force,2016,2017,2040,Unknown,2016,2040,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3771,NZL,Country,New Zealand,"Policy support, Strategic planning","Electricity and heat, General, Industry, Transport",Energy efficiency,In force,2017,2017,,Unknown,2017,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,5,1
3772,ESP,Country,Spain,"Comparison label, Endorsement label, Codes and standards, Building codes and standards, Other mandatory requirements",Buildings,Energy efficiency,In force,2000,,,Unknown,2000,2019,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
3774,CHE,Country,Switzerland,"Comparison label, Regulatory Instruments","Transport, Light-duty vehicles",Energy efficiency,In force,2002,,,Unknown,2002,2019,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
3775,DNK,Country,Denmark,"Performance label, Comparison label, Auditing",Heating and cooling,Energy efficiency,In force,1996,,,Unknown,1996,2019,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3776,DNK,Country,Denmark,"Comparison label, Auditing",Heating and cooling,Energy efficiency,In force,1996,,,Unknown,1996,2019,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
3777,MNE,Country,Montenegro,"Target, Renewable energy target, Formal & legally binding renewable energy target","Renewables, General",Renewables,In force,2003,,,Unknown,2003,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3785,SWE,Country,Sweden,"Tax relief, Green certificates, Information and education, Strategic planning",Electricity and heat,"Energy efficiency, Renewables",In force,2002,,,Unknown,2002,2019,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3786,GTM,Country,Guatemala,"Target, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","Renewables, General","Energy service demand reduction and resource efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use, Energy efficiency",In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3787,SVK,Country,Slovakia,Strategic planning,"Renewables, General","Energy efficiency, Renewables",In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3788,FSM,Country,Federated States of Micronesia,"Policy support, Target, Energy efficiency target, Political & non-binding energy efficiency target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",In force,2012,,,Unknown,2012,2019,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3789,SYC,Country,Seychelles,"Target, Renewable energy target, Political & non-binding renewable energy target","Renewables, General",Renewables,In force,2011,,,Unknown,2011,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3790,PRY,Country,Paraguay,Political & non-binding renewable energy target,General,Renewables,In force,2016,,,Unknown,2016,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3791,POL,Country,Poland,"Target, Renewable energy target, Political & non-binding renewable energy target","Renewables, General","Energy efficiency, Renewables",In force,2009,,,Unknown,2009,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3792,CHE,Country,Switzerland,Strategic planning,Renewables,Renewables,In force,2017,,,Unknown,2017,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
